ReviewID,ProductID,CustomerID,Rating,ReviewDate,text,token_count,CategoryName,ProductName,CompanyName
794,39,BW289,1.6,2026-05-21,"客户ID: BW289
客户公司: 海创网络有限公司生物科技
客户所在地: 汕尾县, 中国
产品信息: 西门子 智能音箱 Mini (类别: 智能音箱)
生产商: 西门子智能家居
产品价格: 1668.63
评分: 1.6星
评价日期: 2026年05月21日
评价内容: ""经过一段时间使用，这款西门子 智能音箱 Mini使用体验很差。噪音控制简直无法忍受。这钱花得太冤枉了。""",147,智能音箱,西门子 智能音箱 Mini,海创网络有限公司生物科技
1146,2,DW607,2.9,2026-05-21,"客户ID: DW607
客户公司: 银嘉网络有限公司云计算
客户所在地: 杨县, 中国
产品信息: 美的 智能插座 Standard (类别: 智能插座)
生产商: 美的智能科技
产品价格: 9962.25
评分: 2.9星
评价日期: 2026年05月21日
评价内容: ""作为第一次购买这类产品的新手，这款智能插座很失望。主要问题在于价格偏高。""",133,智能插座,美的 智能插座 Standard,银嘉网络有限公司云计算
615,72,BN418,4.0,2026-05-20,"客户ID: BN418
客户公司: 易动力网络有限公司移动应用开发
客户所在地: 重庆市, 中国
产品信息: 西门子 智能洗衣机 Pro (类别: 智能洗衣机)
生产商: 西门子智能家居
产品价格: 6209.73
评分: 4.0星
评价日期: 2026年05月20日
评价内容: ""必须承认，这款智能洗衣机超出我的预期。值得一提的是自动升级是我最喜欢的部分。如果非要说缺点的话，可能就是售后服务差。总体来说还是很满意的。""",175,智能洗衣机,西门子 智能洗衣机 Pro,易动力网络有限公司移动应用开发
383,25,ZO854,4.5,2026-05-19,"客户ID: ZO854
客户公司: MBP软件科技有限公司信息技术
客户所在地: 丽华县, 中国
产品信息: 三星 智能窗帘 Basic (类别: 智能窗帘)
生产商: 三星智能家电
产品价格: 9678.27
评分: 4.5星
评价日期: 2026年05月19日
评价内容: ""智能窗帘的设计很人性化，功能齐全，值得推荐。""",122,智能窗帘,三星 智能窗帘 Basic,MBP软件科技有限公司信息技术
774,41,ZO854,1.5,2026-05-19,"客户ID: ZO854
客户公司: MBP软件科技有限公司信息技术
客户所在地: 丽华县, 中国
产品信息: 索尼 智能空气净化器 Ultra (类别: 智能空气净化器)
生产商: 索尼智能科技
产品价格: 9311.59
评分: 1.5星
评价日期: 2026年05月19日
评价内容: ""这款产品有严重问题，使用说明不清，已经申请退款。""",130,智能空气净化器,索尼 智能空气净化器 Ultra,MBP软件科技有限公司信息技术
234,13,BP732,2.5,2026-05-18,"客户ID: BP732
客户公司: 南康网络有限公司互联网服务
客户所在地: 敏市, 中国
产品信息: 三星 智能电饭煲 Max (类别: 智能电饭煲)
生产商: 三星智能家电
产品价格: 3642.29
评分: 2.5星
评价日期: 2026年05月18日
评价内容: ""坦白讲，这款智能电饭煲功能实现得很糟糕。使用不到一周就出现了故障。这钱花得太冤枉了。""",143,智能电饭煲,三星 智能电饭煲 Max,南康网络有限公司互联网服务
551,81,JT617,3.3,2026-05-18,"客户ID: JT617
客户公司: 时空盒数字信息有限公司智能科技
客户所在地: 郑州县, 中国
产品信息: 亚马逊 智能门锁 Max (类别: 智能门锁)
生产商: 亚马逊智能科技
产品价格: 1413.9
评分: 3.3星
评价日期: 2026年05月18日
评价内容: ""用了一段时间，这款智能门锁性价比一般。优点是反应灵敏。不过散热问题有点问题。整体体验不错。""",149,智能门锁,亚马逊 智能门锁 Max,时空盒数字信息有限公司智能科技
183,48,WQ849,3.0,2026-05-17,"客户ID: WQ849
客户公司: 开发区世创科技有限公司科技公司
客户所在地: 嘉禾市, 中国
产品信息: 苹果 智能门锁 Pro (类别: 智能门锁)
生产商: 苹果智能家庭
产品价格: 815.71
评分: 3.0星
评价日期: 2026年05月17日
评价内容: ""这款产品优缺点都有，音质出色，但画质模糊。""",123,智能门锁,苹果 智能门锁 Pro,开发区世创科技有限公司科技公司
956,37,EA575,2.2,2026-05-17,"客户ID: EA575
客户公司: 襄樊地球村信息有限公司物联网
客户所在地: 丽娟市, 中国
产品信息: 飞利浦 智能马桶 Max (类别: 智能马桶)
生产商: 飞利浦智能照明
产品价格: 9941.8
评分: 2.2星
评价日期: 2026年05月17日
评价内容: ""不推荐这款智能马桶，耗电量大，很失望。""",122,智能马桶,飞利浦 智能马桶 Max,襄樊地球村信息有限公司物联网
1163,51,IK721,2.7,2026-05-17,"客户ID: IK721
客户公司: 诺依曼软件传媒有限公司物联网
客户所在地: 华市, 中国
产品信息: 苹果 智能开关 Basic (类别: 智能开关)
生产商: 苹果智能家庭
产品价格: 869.49
评分: 2.7星
评价日期: 2026年05月17日
评价内容: ""说实话，这款苹果 智能开关 Basic完全不符合预期。使用不到一周就出现了损坏。""",134,智能开关,苹果 智能开关 Basic,诺依曼软件传媒有限公司物联网
353,68,RV310,1.8,2026-05-16,"客户ID: RV310
客户公司: 银嘉科技有限公司云计算
客户所在地: 重庆县, 中国
产品信息: 博世 智能插座 Basic (类别: 智能插座)
生产商: 博世智能系统
产品价格: 3665.95
评分: 1.8星
评价日期: 2026年05月16日
评价内容: ""作为第一次购买这类产品的新手，这款博世 智能插座 Basic完全不符合预期。在做饭时时完全不能正常工作。不推荐任何人购买。""",153,智能插座,博世 智能插座 Basic,银嘉科技有限公司云计算
1148,78,GC846,5.0,2026-05-16,"客户ID: GC846
客户公司: 明腾科技有限公司区块链技术
客户所在地: 石家庄市, 中国
产品信息: 三星 智能音箱 Elite (类别: 智能音箱)
生产商: 三星智能家电
产品价格: 5080.6
评分: 5.0星
评价日期: 2026年05月16日
评价内容: ""智能音箱的设计很人性化，外观漂亮，值得推荐。""",123,智能音箱,三星 智能音箱 Elite,明腾科技有限公司区块链技术
117,48,DV182,2.8,2026-05-14,"客户ID: DV182
客户公司: 艾提科信传媒有限公司网络安全
客户所在地: 桂荣市, 中国
产品信息: 苹果 智能门锁 Pro (类别: 智能门锁)
生产商: 苹果智能家庭
产品价格: 815.71
评分: 2.8星
评价日期: 2026年05月14日
评价内容: ""坦白讲，这款苹果 智能门锁 Pro使用体验很差。噪音控制简直无法忍受。唯一值得称赞的可能就是外观设计还不错。不推荐任何人购买。""",160,智能门锁,苹果 智能门锁 Pro,艾提科信传媒有限公司网络安全
277,67,FB488,2.8,2026-05-14,"客户ID: FB488
客户公司: 方正科技科技有限公司互联网服务
客户所在地: 宁德市, 中国
产品信息: 松下 智能电饭煲 Pro (类别: 智能电饭煲)
生产商: 松下智能电器
产品价格: 1510.53
评分: 2.8星
评价日期: 2026年05月14日
评价内容: ""这款产品有严重问题，价格偏高，已经申请退款。""",126,智能电饭煲,松下 智能电饭煲 Pro,方正科技科技有限公司互联网服务
643,26,PE529,2.7,2026-05-14,"客户ID: PE529
客户公司: 易动力网络有限公司信息技术
客户所在地: 英县, 中国
产品信息: 亚马逊 智能扫地机器人 Mini (类别: 智能扫地机器人)
生产商: 亚马逊智能科技
产品价格: 7885.52
评分: 2.7星
评价日期: 2026年05月14日
评价内容: ""作为第一次购买这类产品的新手，这款智能扫地机器人使用体验很差。主要问题在于反应迟钝。希望厂家能重视这些问题。""",161,智能扫地机器人,亚马逊 智能扫地机器人 Mini,易动力网络有限公司信息技术
180,71,ZO854,2.5,2026-05-12,"客户ID: ZO854
客户公司: MBP软件科技有限公司信息技术
客户所在地: 丽华县, 中国
产品信息: 索尼 智能冰箱 Elite (类别: 智能冰箱)
生产商: 索尼智能科技
产品价格: 6386.01
评分: 2.5星
评价日期: 2026年05月12日
评价内容: ""噪音控制问题很严重，完全不值这个价格。""",119,智能冰箱,索尼 智能冰箱 Elite,MBP软件科技有限公司信息技术
762,32,BN418,1.0,2026-05-11,"客户ID: BN418
客户公司: 易动力网络有限公司移动应用开发
客户所在地: 重庆市, 中国
产品信息: 亚马逊 智能马桶 Elite (类别: 智能马桶)
生产商: 亚马逊智能科技
产品价格: 1801.88
评分: 1.0星
评价日期: 2026年05月11日
评价内容: ""购买后，这款智能马桶完全不符合预期。在晚上睡前时完全不能正常工作。已经申请退款了。""",145,智能马桶,亚马逊 智能马桶 Elite,易动力网络有限公司移动应用开发
1214,95,EK253,1.9,2026-05-11,"客户ID: EK253
客户公司: 兰金电子科技有限公司区块链技术
客户所在地: 南昌市, 中国
产品信息: 格力 智能音箱 Advanced (类别: 智能音箱)
生产商: 格力智能电器
产品价格: 8366.34
评分: 1.9星
评价日期: 2026年05月11日
评价内容: ""作为一个经常使用此类产品的人，这款智能音箱完全不符合预期。连接稳定性简直无法忍受。希望厂家能重视这些问题。""",155,智能音箱,格力 智能音箱 Advanced,兰金电子科技有限公司区块链技术
220,19,MA264,5.0,2026-05-10,"客户ID: MA264
客户公司: 时刻网络有限公司信息技术
客户所在地: 梅县, 中国
产品信息: 海尔智慧家庭 智能开关 Plus (类别: 智能开关)
生产商: 海尔智慧家庭
产品价格: 7438.8
评分: 5.0星
评价日期: 2026年05月10日
评价内容: ""非常满意这次购买，外观漂亮，送货也很快。""",122,智能开关,海尔智慧家庭 智能开关 Plus,时刻网络有限公司信息技术
998,88,PL616,4.4,2026-05-10,"客户ID: PL616
客户公司: 巨奥网络有限公司金融科技
客户所在地: 明市, 中国
产品信息: 格力 智能体重秤 Ultra (类别: 智能体重秤)
生产商: 格力智能电器
产品价格: 4528.2
评分: 4.4星
评价日期: 2026年05月10日
评价内容: ""体验下来，这款格力 智能体重秤 Ultra做工精细。最让我失望的是定时功能是我最喜欢的部分。和官方展示的有差距。推荐给有需要的朋友。""",160,智能体重秤,格力 智能体重秤 Ultra,巨奥网络有限公司金融科技
1045,77,BP732,2.9,2026-05-10,"客户ID: BP732
客户公司: 南康网络有限公司互联网服务
客户所在地: 敏市, 中国
产品信息: 美的 智能洗衣机 Advanced (类别: 智能洗衣机)
生产商: 美的智能科技
产品价格: 6994.39
评分: 2.9星
评价日期: 2026年05月10日
评价内容: ""必须承认，这款智能洗衣机性价比极低。在做饭时时完全不能正常工作。已经申请退款了。""",141,智能洗衣机,美的 智能洗衣机 Advanced,南康网络有限公司互联网服务
939,22,LB704,3.9,2026-05-09,"客户ID: LB704
客户公司: 群英信息有限公司金融科技
客户所在地: 昆明县, 中国
产品信息: 美的 智能电视 Basic (类别: 智能电视)
生产商: 美的智能科技
产品价格: 7621.5
评分: 3.9星
评价日期: 2026年05月09日
评价内容: ""这款产品优缺点都有，操作简单，但续航时间短。""",121,智能电视,美的 智能电视 Basic,群英信息有限公司金融科技
1075,33,VQ233,1.4,2026-05-08,"客户ID: VQ233
客户公司: 和泰信息有限公司信息技术
客户所在地: 成都市, 中国
产品信息: 飞利浦 智能加湿器 Ultra (类别: 智能加湿器)
生产商: 飞利浦智能照明
产品价格: 6144.74
评分: 1.4星
评价日期: 2026年05月08日
评价内容: ""不推荐这款智能加湿器，音质一般，很失望。""",123,智能加湿器,飞利浦 智能加湿器 Ultra,和泰信息有限公司信息技术
1178,33,NU711,4.0,2026-05-08,"客户ID: NU711
客户公司: 易动力科技有限公司人工智能
客户所在地: 桂兰县, 中国
产品信息: 飞利浦 智能加湿器 Ultra (类别: 智能加湿器)
生产商: 飞利浦智能照明
产品价格: 6144.74
评分: 4.0星
评价日期: 2026年05月08日
评价内容: ""试用了几天，这款飞利浦 智能加湿器 Ultra很好用。另外在工作时时表现尤为出色。可以考虑其他品牌的同类产品。""",153,智能加湿器,飞利浦 智能加湿器 Ultra,易动力科技有限公司人工智能
1250,83,RG743,1.4,2026-05-08,"客户ID: RG743
客户公司: 快讯信息有限公司智能科技
客户所在地: 勇县, 中国
产品信息: 西门子 智能手环 Standard (类别: 智能手环)
生产商: 西门子智能家居
产品价格: 4892.47
评分: 1.4星
评价日期: 2026年05月08日
评价内容: ""老实讲，这款西门子 智能手环 Standard功能实现得很糟糕。散热问题简直无法忍受。以后不会再考虑这个品牌的产品。""",149,智能手环,西门子 智能手环 Standard,快讯信息有限公司智能科技
737,44,IP471,2.9,2026-05-07,"客户ID: IP471
客户公司: 银嘉信息有限公司移动应用开发
客户所在地: 荆门市, 中国
产品信息: 小米 智能空调 Elite (类别: 智能空调)
生产商: 小米智能家居
产品价格: 7690.31
评分: 2.9星
评价日期: 2026年05月07日
评价内容: ""这款产品有严重问题，稳定性差，已经申请退款。""",123,智能空调,小米 智能空调 Elite,银嘉信息有限公司移动应用开发
283,30,EU335,4.5,2026-05-06,"客户ID: EU335
客户公司: 济南亿次元网络有限公司科技公司
客户所在地: 巢湖市, 中国
产品信息: 小米 智能开关 Ultra (类别: 智能开关)
生产商: 小米智能家居
产品价格: 747.93
评分: 4.5星
评价日期: 2026年05月06日
评价内容: ""这是我用过的最好的智能开关之一，节能环保，性价比很高。""",129,智能开关,小米 智能开关 Ultra,济南亿次元网络有限公司科技公司
1199,25,AU710,3.9,2026-05-06,"客户ID: AU710
客户公司: 巨奥传媒有限公司信息技术
客户所在地: 辛集市, 中国
产品信息: 三星 智能窗帘 Basic (类别: 智能窗帘)
生产商: 三星智能家电
产品价格: 9678.27
评分: 3.9星
评价日期: 2026年05月06日
评价内容: ""这款智能窗帘一般，做工精细，但是电池寿命有点问题。""",124,智能窗帘,三星 智能窗帘 Basic,巨奥传媒有限公司信息技术
1232,60,RY572,2.7,2026-05-06,"客户ID: RY572
客户公司: 中建创业信息有限公司虚拟现实
客户所在地: 冬梅县, 中国
产品信息: 华为 智能窗帘 Basic (类别: 智能窗帘)
生产商: 华为智能生活
产品价格: 2259.63
评分: 2.7星
评价日期: 2026年05月06日
评价内容: ""使用一周后出现故障，音质一般，售后服务也不好。""",124,智能窗帘,华为 智能窗帘 Basic,中建创业信息有限公司虚拟现实
161,8,ZF061,4.6,2026-05-04,"客户ID: ZF061
客户公司: 维旺明信息有限公司人工智能
客户所在地: 坤县, 中国
产品信息: 松下 智能开关 Lite (类别: 智能开关)
生产商: 松下智能电器
产品价格: 9053.56
评分: 4.6星
评价日期: 2026年05月04日
评价内容: ""使用后感觉，这款智能开关真的很不错。除此之外在看电影时时表现尤为出色。如果非要说缺点的话，配件可以再多一些。不太推荐购买。""",160,智能开关,松下 智能开关 Lite,维旺明信息有限公司人工智能
499,27,DV182,4.5,2026-05-04,"客户ID: DV182
客户公司: 艾提科信传媒有限公司网络安全
客户所在地: 桂荣市, 中国
产品信息: 小米 智能加湿器 Plus (类别: 智能加湿器)
生产商: 小米智能家居
产品价格: 8210.59
评分: 4.5星
评价日期: 2026年05月04日
评价内容: ""不得不说，这款小米 智能加湿器 Plus性价比很高。和描述的有些差距。如果非要说缺点的话，可能就是稳定性差。建议慎重考虑。""",159,智能加湿器,小米 智能加湿器 Plus,艾提科信传媒有限公司网络安全
658,45,EA575,1.8,2026-05-04,"客户ID: EA575
客户公司: 襄樊地球村信息有限公司物联网
客户所在地: 丽娟市, 中国
产品信息: 博世 智能马桶 Max (类别: 智能马桶)
生产商: 博世智能系统
产品价格: 7392.23
评分: 1.8星
评价日期: 2026年05月04日
评价内容: ""不推荐这款智能马桶，反应迟钝，很失望。""",120,智能马桶,博世 智能马桶 Max,襄樊地球村信息有限公司物联网
827,74,GR729,3.4,2026-05-04,"客户ID: GR729
客户公司: 中建创业网络有限公司移动应用开发
客户所在地: 辽阳县, 中国
产品信息: 松下 智能窗帘 Lite (类别: 智能窗帘)
生产商: 松下智能电器
产品价格: 2277.79
评分: 3.4星
评价日期: 2026年05月04日
评价内容: ""总体来说还行，反应灵敏，就是安装困难。""",122,智能窗帘,松下 智能窗帘 Lite,中建创业网络有限公司移动应用开发
49,22,RY548,2.0,2026-05-03,"客户ID: RY548
客户公司: 易动力信息有限公司网络安全
客户所在地: 斌县, 中国
产品信息: 美的 智能电视 Basic (类别: 智能电视)
生产商: 美的智能科技
产品价格: 7621.5
评分: 2.0星
评价日期: 2026年05月03日
评价内容: ""不推荐这款智能电视，功能单一，很失望。""",118,智能电视,美的 智能电视 Basic,易动力信息有限公司网络安全
134,62,XW046,3.2,2026-05-03,"客户ID: XW046
客户公司: 鑫博腾飞信息有限公司智能科技
客户所在地: 兴安盟市, 中国
产品信息: 华为 智能洗衣机 Ultra (类别: 智能洗衣机)
生产商: 华为智能生活
产品价格: 8401.38
评分: 3.2星
评价日期: 2026年05月03日
评价内容: ""智能洗衣机的质量还可以，节能环保，不过画质模糊。""",128,智能洗衣机,华为 智能洗衣机 Ultra,鑫博腾飞信息有限公司智能科技
471,77,FJ947,4.0,2026-05-03,"客户ID: FJ947
客户公司: 浙大万朋信息有限公司生物科技
客户所在地: 鑫市, 中国
产品信息: 美的 智能洗衣机 Advanced (类别: 智能洗衣机)
生产商: 美的智能科技
产品价格: 6994.39
评分: 4.0星
评价日期: 2026年05月03日
评价内容: ""老实讲，这款智能洗衣机真的很不错。然而智能场景是我最喜欢的部分。和朋友推荐的一样好用。如果非要说缺点的话，散热问题还有提升空间。对得起这个价格。""",174,智能洗衣机,美的 智能洗衣机 Advanced,浙大万朋信息有限公司生物科技
694,89,VH856,2.7,2026-05-02,"客户ID: VH856
客户公司: 鑫博腾飞科技有限公司电子商务
客户所在地: 英县, 中国
产品信息: 博世 智能空调 Lite (类别: 智能空调)
生产商: 博世智能系统
产品价格: 9160.39
评分: 2.7星
评价日期: 2026年05月02日
评价内容: ""说实话，这款博世 智能空调 Lite不推荐购买。主要问题在于安装困难。""",130,智能空调,博世 智能空调 Lite,鑫博腾飞科技有限公司电子商务
