ReviewID,ProductID,ProductName,CustomerID,CustomerName,Rating,ReviewText,ReviewDate,CategoryName
998,88,格力 智能体重秤 Ultra,PL616,巨奥网络有限公司金融科技,4.4,体验下来，这款格力 智能体重秤 Ultra做工精细。最让我失望的是定时功能是我最喜欢的部分。和官方展示的有差距。推荐给有需要的朋友。,2026-05-10,智能体重秤
1045,77,美的 智能洗衣机 Advanced,BP732,南康网络有限公司互联网服务,2.9,必须承认，这款智能洗衣机性价比极低。在做饭时时完全不能正常工作。已经申请退款了。,2026-05-10,智能洗衣机
939,22,美的 智能电视 Basic,LB704,群英信息有限公司金融科技,3.9,这款产品优缺点都有，操作简单，但续航时间短。,2026-05-09,智能电视
1075,33,飞利浦 智能加湿器 Ultra,VQ233,和泰信息有限公司信息技术,1.4,不推荐这款智能加湿器，音质一般，很失望。,2026-05-08,智能加湿器
1178,33,飞利浦 智能加湿器 Ultra,NU711,易动力科技有限公司人工智能,4.0,试用了几天，这款飞利浦 智能加湿器 Ultra很好用。另外在工作时时表现尤为出色。可以考虑其他品牌的同类产品。,2026-05-08,智能加湿器
1250,83,西门子 智能手环 Standard,RG743,快讯信息有限公司智能科技,1.4,老实讲，这款西门子 智能手环 Standard功能实现得很糟糕。散热问题简直无法忍受。以后不会再考虑这个品牌的产品。,2026-05-08,智能手环
737,44,小米 智能空调 Elite,IP471,银嘉信息有限公司移动应用开发,2.9,这款产品有严重问题，稳定性差，已经申请退款。,2026-05-07,智能空调
283,30,小米 智能开关 Ultra,EU335,济南亿次元网络有限公司科技公司,4.5,这是我用过的最好的智能开关之一，节能环保，性价比很高。,2026-05-06,智能开关
1199,25,三星 智能窗帘 Basic,AU710,巨奥传媒有限公司信息技术,3.9,这款智能窗帘一般，做工精细，但是电池寿命有点问题。,2026-05-06,智能窗帘
1232,60,华为 智能窗帘 Basic,RY572,中建创业信息有限公司虚拟现实,2.7,使用一周后出现故障，音质一般，售后服务也不好。,2026-05-06,智能窗帘
161,8,松下 智能开关 Lite,ZF061,维旺明信息有限公司人工智能,4.6,使用后感觉，这款智能开关真的很不错。除此之外在看电影时时表现尤为出色。如果非要说缺点的话，配件可以再多一些。不太推荐购买。,2026-05-04,智能开关
499,27,小米 智能加湿器 Plus,DV182,艾提科信传媒有限公司网络安全,4.5,不得不说，这款小米 智能加湿器 Plus性价比很高。和描述的有些差距。如果非要说缺点的话，可能就是稳定性差。建议慎重考虑。,2026-05-04,智能加湿器
658,45,博世 智能马桶 Max,EA575,襄樊地球村信息有限公司物联网,1.8,不推荐这款智能马桶，反应迟钝，很失望。,2026-05-04,智能马桶
827,74,松下 智能窗帘 Lite,GR729,中建创业网络有限公司移动应用开发,3.4,总体来说还行，反应灵敏，就是安装困难。,2026-05-04,智能窗帘
49,22,美的 智能电视 Basic,RY548,易动力信息有限公司网络安全,2.0,不推荐这款智能电视，功能单一，很失望。,2026-05-03,智能电视
134,62,华为 智能洗衣机 Ultra,XW046,鑫博腾飞信息有限公司智能科技,3.2,智能洗衣机的质量还可以，节能环保，不过画质模糊。,2026-05-03,智能洗衣机
471,77,美的 智能洗衣机 Advanced,FJ947,浙大万朋信息有限公司生物科技,4.0,老实讲，这款智能洗衣机真的很不错。然而智能场景是我最喜欢的部分。和朋友推荐的一样好用。如果非要说缺点的话，散热问题还有提升空间。对得起这个价格。,2026-05-03,智能洗衣机
694,89,博世 智能空调 Lite,VH856,鑫博腾飞科技有限公司电子商务,2.7,说实话，这款博世 智能空调 Lite不推荐购买。主要问题在于安装困难。,2026-05-02,智能空调
763,100,LG 智能插座 Max,WY218,飞海科技传媒有限公司信息技术,4.0,这款产品的多用户管理特别好用，在日常使用时特别方便。,2026-05-02,智能插座
299,24,西门子 智能电视 Pro,FJ947,浙大万朋信息有限公司生物科技,4.8,购买后，这款智能电视非常满意。让我惊喜的是定时功能是我最喜欢的部分。如果非要说缺点的话，可能就是智能化程度低。希望厂家能改进这些问题。,2026-05-01,智能电视
877,66,松下 智能马桶 Elite,DH200,盟新传媒有限公司大数据分析,3.2,在工作时使用还不错，但在其他情况下表现一般。,2026-05-01,智能马桶
186,96,博世 智能空调 Lite,EM821,泰麒麟信息有限公司人工智能,3.7,这款产品优缺点都有，续航时间长，但稳定性差。,2026-04-30,智能空调
564,13,三星 智能电饭煲 Max,YZ898,通际名联科技有限公司金融科技,4.2,试用了几天，这款智能电饭煲真的很不错。可惜的是多用户管理是我最喜欢的部分。在同类产品中算是中等水平。如果非要说缺点的话，价格稍微贵了一点。性价比很高。,2026-04-30,智能电饭煲
1044,4,西门子 智能电视 Pro,CA470,南康传媒有限公司生物科技,3.3,总体来说还行，质量很好，就是智能化程度低。,2026-04-29,智能电视
1059,87,美的 智能马桶 Mini,OA831,华泰通安科技有限公司网络安全,3.4,这款智能马桶一般，节能环保，但是信号强度有点问题。,2026-04-29,智能马桶
1235,99,三星 智能音箱 Basic,YR398,浦华众城信息有限公司虚拟现实,1.1,使用一周后出现故障，使用说明不清，售后服务也不好。,2026-04-29,智能音箱
398,93,索尼 智能加湿器 Pro,ZH741,巨奥科技有限公司信息技术,1.9,对这款智能加湿器非常不满意，操作复杂，浪费钱。,2026-04-28,智能加湿器
766,79,格力 智能手环 Lite,NU012,商软冠联传媒有限公司智能科技,1.2,使用一周后出现故障，操作复杂，售后服务也不好。,2026-04-28,智能手环
996,60,华为 智能窗帘 Basic,WW556,商软冠联网络有限公司信息技术,1.2,对比了市面上几款同类产品后，这款华为 智能窗帘 Basic功能实现得很糟糕。使用不到一周就出现了故障。唯一值得称赞的可能就是包装很精美。以后不会再考虑这个品牌的产品。,2026-04-28,智能窗帘
406,11,小米 智能门锁 Mini,XW046,鑫博腾飞信息有限公司智能科技,5.0,这款产品的定时功能特别好用，在夜间使用时特别方便。,2026-04-27,智能门锁
804,44,小米 智能空调 Elite,ZO854,MBP软件科技有限公司信息技术,1.2,不推荐这款智能空调，反应迟钝，很失望。,2026-04-27,智能空调
1020,92,西门子 智能摄像头 Plus,BF338,天开网络有限公司金融科技,1.1,从我的使用体验来看，这款西门子 智能摄像头 Plus完全不符合预期。主要问题在于使用说明不清。唯一值得称赞的可能就是包装很精美。,2026-04-27,智能摄像头
467,1,亚马逊 智能电饭煲 Advanced,ZF801,易动力科技有限公司科技公司,3.9,在多次对比之后选择了这款，这款智能电饭煲质量还行。省电模式设计得比较合理。同时使用久了会发现一些小问题。总体来说还是很满意的。,2026-04-26,智能电饭煲
484,9,亚马逊 智能插座 Pro,RV310,银嘉科技有限公司云计算,1.1,这款产品有严重问题，操作复杂，已经申请退款。,2026-04-26,智能插座
1021,64,亚马逊 智能马桶 Standard,ZH741,巨奥科技有限公司信息技术,4.4,这款产品的自动升级特别好用，在夜间使用时特别方便。,2026-04-24,智能马桶
88,60,华为 智能窗帘 Basic,PE529,易动力网络有限公司信息技术,3.9,老实讲，这款智能窗帘性价比一般。优点是反应灵敏。令人意外的是电池寿命有点问题。期待下一代产品能有所改进。,2026-04-23,智能窗帘
369,71,索尼 智能冰箱 Elite,IP471,银嘉信息有限公司移动应用开发,2.1,收到货后，这款索尼 智能冰箱 Elite质量太差。电池寿命简直无法忍受。希望厂家能重视这些问题。,2026-04-23,智能冰箱
425,20,谷歌 智能净水器 Basic,ZV584,维旺明科技有限公司大数据分析,2.4,不推荐这款智能净水器，音质一般，很失望。,2026-04-22,智能净水器
1125,64,亚马逊 智能马桶 Standard,LU518,易动力传媒有限公司生物科技,4.4,智能马桶的设计很人性化，音质出色，值得推荐。,2026-04-22,智能马桶
697,60,华为 智能窗帘 Basic,DV182,艾提科信传媒有限公司网络安全,3.0,坦白讲，这款华为 智能窗帘 Basic没有特别惊喜。在晚上睡前时使用体验还不错。最重要的是使用久了会发现一些小问题。整体体验不错。,2026-04-21,智能窗帘
388,68,博世 智能插座 Basic,WN094,菊风公司传媒有限公司数字科技,4.5,在看电影时时使用效果很好，特别是省电模式功能。,2026-04-20,智能插座
411,84,苹果 智能扫地机器人 Pro,CZ861,合联电子科技有限公司信息技术,3.4,总体来说还行，智能化程度高，就是售后服务差。,2026-04-20,智能扫地机器人
73,90,三星 智能窗帘 Standard,YZ898,通际名联科技有限公司金融科技,2.6,不推荐这款智能窗帘，续航时间短，很失望。,2026-04-19,智能窗帘
75,53,华为 智能电视 Lite,RV310,银嘉科技有限公司云计算,2.8,我觉得，这款华为 智能电视 Lite不推荐购买。连接稳定性简直无法忍受。唯一值得称赞的可能就是送货速度快。已经申请退款了。,2026-04-19,智能电视
98,20,谷歌 智能净水器 Basic,EM821,泰麒麟信息有限公司人工智能,1.2,连接稳定性问题很严重，完全不值这个价格。,2026-04-18,智能净水器
1276,71,索尼 智能冰箱 Elite,PL616,巨奥网络有限公司金融科技,2.6,对这款智能冰箱非常不满意，兼容性差，浪费钱。,2026-04-18,智能冰箱
1128,95,格力 智能音箱 Advanced,EU335,济南亿次元网络有限公司科技公司,4.8,这是我用过的最好的智能音箱之一，性价比高，性价比很高。,2026-04-17,智能音箱
843,32,亚马逊 智能马桶 Elite,PL616,巨奥网络有限公司金融科技,1.7,坦白讲，这款智能马桶使用体验很差。使用不到一周就出现了故障。,2026-04-16,智能马桶
1015,58,松下 智能扫地机器人 Plus,FA862,方正科技网络有限公司云计算,4.0,非常满意这次购买，外观漂亮，送货也很快。,2026-04-16,智能扫地机器人
1072,34,松下 智能开关 Advanced,CC657,昊嘉信息有限公司信息技术,1.1,使用一周后出现故障，画质模糊，售后服务也不好。,2026-04-16,智能开关
176,83,西门子 智能手环 Standard,PE529,易动力网络有限公司信息技术,5.0,这款产品的定时功能特别好用，在夜间使用时特别方便。,2026-04-15,智能手环
466,13,三星 智能电饭煲 Max,HD242,富罳科技有限公司生物科技,4.6,这是我用过的最好的智能电饭煲之一，质量很好，性价比很高。,2026-04-15,智能电饭煲
659,15,谷歌 智能音箱 Elite,QU287,戴硕电子科技有限公司移动应用开发,2.3,不推荐这款智能音箱，做工一般，很失望。,2026-04-15,智能音箱
725,24,西门子 智能电视 Pro,NU012,商软冠联传媒有限公司智能科技,4.2,从我的使用体验来看，这款智能电视设计很人性化。在同价位产品中表现最好。如果非要说缺点的话，价格稍微贵了一点。便宜没好货，这句话在这里很适用。,2026-04-15,智能电视
281,86,博世 智能摄像头 Standard,MZ379,联软传媒有限公司区块链技术,2.0,使用一周后出现故障，反应迟钝，售后服务也不好。,2026-04-14,智能摄像头
305,70,博世 智能净水器 Max,VZ702,精芯网络有限公司互联网服务,2.9,对这款智能净水器非常不满意，反应迟钝，浪费钱。,2026-04-14,智能净水器
444,20,谷歌 智能净水器 Basic,EI532,七喜传媒有限公司人工智能,2.2,对这款智能净水器非常不满意，稳定性差，浪费钱。,2026-04-14,智能净水器
834,73,飞利浦 智能扫地机器人 Ultra,KS630,良诺信息有限公司网络安全,2.5,收到货后，这款智能扫地机器人质量太差。信号强度简直无法忍受。唯一值得称赞的可能就是售后服务态度好。,2026-04-13,智能扫地机器人
963,60,华为 智能窗帘 Basic,VZ702,精芯网络有限公司互联网服务,4.9,这款智能窗帘的语音识别功能很实用，智能化程度高。,2026-04-13,智能窗帘
1244,95,格力 智能音箱 Advanced,AU710,巨奥传媒有限公司信息技术,3.9,智能音箱的质量还可以，质量很好，不过耗电量大。,2026-04-13,智能音箱
667,60,华为 智能窗帘 Basic,PV664,毕博诚信息有限公司信息技术,1.7,我发现，这款华为 智能窗帘 Basic存在明显缺陷。主要问题在于续航时间短。以后不会再考虑这个品牌的产品。,2026-04-10,智能窗帘
1151,63,LG 智能净水器 Basic,FB488,方正科技科技有限公司互联网服务,4.1,非常满意这次购买，外观漂亮，送货也很快。,2026-04-10,智能净水器
1161,94,格力 智能体重秤 Standard,PL616,巨奥网络有限公司金融科技,2.0,对这款智能体重秤非常不满意，画质模糊，浪费钱。,2026-04-10,智能体重秤
287,49,松下 智能加湿器 Pro,FN522,新宇龙信息科技有限公司电子商务,1.4,电池寿命问题很严重，完全不值这个价格。,2026-04-09,智能加湿器
379,81,亚马逊 智能门锁 Max,CZ861,合联电子科技有限公司信息技术,4.7,用了一段时间，这款亚马逊 智能门锁 Max非常满意。同时静音设计设计很贴心。和广告宣传的一样好。有点贵了，但质量确实好。,2026-04-09,智能门锁
896,12,格力 智能空气净化器 Standard,EU335,济南亿次元网络有限公司科技公司,3.5,总体来说还行，安装方便，就是画质模糊。,2026-04-09,智能空气净化器
1295,71,索尼 智能冰箱 Elite,RG743,快讯信息有限公司智能科技,2.3,不推荐这款智能冰箱，安装困难，很失望。,2026-04-08,智能冰箱
171,44,小米 智能空调 Elite,FC418,网新恒天网络有限公司生物科技,3.2,从我的使用体验来看，这款小米 智能空调 Elite中规中矩。优点是外观漂亮。让我惊喜的是在日常使用场景下表现一般。可以考虑其他品牌的同类产品。,2026-04-07,智能空调
365,38,西门子 智能冰箱 Standard,WB209,维涛传媒有限公司云计算,2.5,对这款智能冰箱非常不满意，反应迟钝，浪费钱。,2026-04-06,智能冰箱
422,101,三星 智能摄像头 Mini,ZF061,维旺明信息有限公司人工智能,4.2,这款产品的智能场景特别好用，在办公环境时特别方便。,2026-04-06,智能摄像头
546,36,海尔智慧家庭 智能加湿器 Lite,PS740,国讯科技有限公司金融科技,2.6,老实讲，这款海尔智慧家庭 智能加湿器 Lite不推荐购买。噪音控制简直无法忍受。唯一值得称赞的可能就是送货速度快。已经申请退款了。,2026-04-06,智能加湿器
1001,37,飞利浦 智能马桶 Max,AY876,精芯传媒有限公司物联网,3.5,智能马桶的质量还可以，功能齐全，不过反应迟钝。,2026-04-06,智能马桶
601,97,格力 智能净水器 Ultra,XW046,鑫博腾飞信息有限公司智能科技,3.8,智能净水器的质量还可以，兼容性强，不过反应迟钝。,2026-04-05,智能净水器
851,95,格力 智能音箱 Advanced,XW046,鑫博腾飞信息有限公司智能科技,3.2,试用了几天，这款格力 智能音箱 Advanced优缺点都有。在工作时时使用体验还不错。然而在夜间使用场景下表现一般。整体体验不错。,2026-04-05,智能音箱
961,93,索尼 智能加湿器 Pro,XO649,晖来计算机传媒有限公司云计算,2.4,这款产品有严重问题，反应迟钝，已经申请退款。,2026-04-05,智能加湿器
371,41,索尼 智能空气净化器 Ultra,UY980,兰金电子传媒有限公司生物科技,4.0,智能空气净化器的设计很人性化，做工精细，值得推荐。,2026-04-04,智能空气净化器
608,82,LG 智能开关 Lite,KM929,迪摩科技有限公司电子商务,3.9,购买后，这款LG 智能开关 Lite没有特别惊喜。在看电影时时使用体验还不错。而且缺点是智能化程度低。有点贵了，但质量确实好。,2026-04-04,智能开关
1132,48,苹果 智能门锁 Pro,WY218,飞海科技传媒有限公司信息技术,4.1,智能门锁的设计很人性化，兼容性强，值得推荐。,2026-04-04,智能门锁
498,28,飞利浦 智能扫地机器人 Plus,QL573,维涛科技有限公司网络安全,1.2,对这款智能扫地机器人非常不满意，耗电量大，浪费钱。,2026-04-03,智能扫地机器人
520,99,三星 智能音箱 Basic,ZF061,维旺明信息有限公司人工智能,3.3,智能音箱的质量还可以，外观漂亮，不过使用说明不清。,2026-04-03,智能音箱
1025,88,格力 智能体重秤 Ultra,YR398,浦华众城信息有限公司虚拟现实,3.6,智能体重秤的质量还可以，安装方便，不过价格偏高。,2026-04-03,智能体重秤
1279,43,华为 智能电视 Max,ZG109,襄樊地球村网络有限公司智能科技,1.4,使用一周后出现故障，功能单一，售后服务也不好。,2026-04-03,智能电视
1220,37,飞利浦 智能马桶 Max,OA831,华泰通安科技有限公司网络安全,2.0,噪音控制问题很严重，完全不值这个价格。,2026-04-02,智能马桶
1291,72,西门子 智能洗衣机 Pro,WB890,鑫博腾飞网络有限公司金融科技,2.7,在多次对比之后选择了这款，这款智能洗衣机不值这个价格。在早晨起床时完全不能正常工作。希望厂家能重视这些问题。,2026-04-02,智能洗衣机
1202,66,松下 智能马桶 Elite,XA254,易动力信息有限公司物联网,4.0,非常满意这次购买，性价比高，送货也很快。,2026-04-01,智能马桶
1283,1,亚马逊 智能电饭煲 Advanced,US056,国讯网络有限公司移动应用开发,3.3,收到货后，这款亚马逊 智能电饭煲 Advanced基本符合预期。在冬天使用时，自动调节表现不错。但是在户外活动场景下表现一般。建议慎重考虑。,2026-04-01,智能电饭煲
1090,29,博世 智能空气净化器 Lite,VC531,九方传媒有限公司生物科技,2.5,对这款智能空气净化器非常不满意，反应迟钝，浪费钱。,2026-04-01,智能空气净化器
837,86,博世 智能摄像头 Standard,MZ379,联软传媒有限公司区块链技术,2.8,老实讲，这款智能摄像头不值这个价格。电池寿命简直无法忍受。已经申请退款了。,2026-03-31,智能摄像头
880,94,格力 智能体重秤 Standard,GA851,明腾传媒有限公司金融科技,3.8,总体来说还行，智能化程度高，就是兼容性差。,2026-03-31,智能体重秤
424,100,LG 智能插座 Max,GR625,明腾传媒有限公司互联网服务,2.6,这款产品有严重问题，画质模糊，已经申请退款。,2026-03-30,智能插座
1247,58,松下 智能扫地机器人 Plus,NU012,商软冠联传媒有限公司智能科技,1.1,收到货后，这款智能扫地机器人使用体验很差。散热问题简直无法忍受。以后不会再考虑这个品牌的产品。,2026-03-30,智能扫地机器人
1258,40,小米 智能马桶 Lite,BF338,天开网络有限公司金融科技,4.3,智能马桶的设计很人性化，画质清晰，值得推荐。,2026-03-30,智能马桶
270,85,博世 智能马桶 Basic,DV182,艾提科信传媒有限公司网络安全,4.6,非常满意这次购买，兼容性强，送货也很快。,2026-03-29,智能马桶
842,65,西门子 智能空调 Basic,VC531,九方传媒有限公司生物科技,4.4,这款智能空调的远程控制功能很实用，画质清晰。,2026-03-29,智能空调
586,80,LG 智能音箱 Lite,PS740,国讯科技有限公司金融科技,4.5,非常满意这次购买，音质出色，送货也很快。,2026-03-27,智能音箱
20,72,西门子 智能洗衣机 Pro,PL616,巨奥网络有限公司金融科技,2.8,不得不说，这款智能洗衣机不值这个价格。在做饭时时完全不能正常工作。这钱花得太冤枉了。,2026-03-26,智能洗衣机
525,79,格力 智能手环 Lite,IK721,诺依曼软件传媒有限公司物联网,4.2,智能手环的设计很人性化，性价比高，值得推荐。,2026-03-26,智能手环
603,91,亚马逊 智能音箱 Basic,NQ176,图龙信息传媒有限公司数字科技,1.7,这款产品有严重问题，画质模糊，已经申请退款。,2026-03-24,智能音箱
1237,77,美的 智能洗衣机 Advanced,XW046,鑫博腾飞信息有限公司智能科技,1.7,体验下来，这款美的 智能洗衣机 Advanced质量太差。在早晨起床时完全不能正常工作。,2026-03-24,智能洗衣机
710,86,博世 智能摄像头 Standard,PE529,易动力网络有限公司信息技术,3.8,作为一个经常使用此类产品的人，这款博世 智能摄像头 Standard总体来说还可以。用了一个月后，自动调节表现不错。除此之外在家庭聚会场景下表现一般。有点贵了，但质量确实好。,2026-03-22,智能摄像头
865,68,博世 智能插座 Basic,KM929,迪摩科技有限公司电子商务,1.1,这款产品有严重问题，价格偏高，已经申请退款。,2026-03-22,智能插座
345,52,小米 智能插座 Max,XA075,网新恒天科技有限公司数字科技,1.7,不推荐这款智能插座，功能单一，很失望。,2026-03-21,智能插座
420,11,小米 智能门锁 Mini,RG743,快讯信息有限公司智能科技,2.4,使用一周后出现故障，价格偏高，售后服务也不好。,2026-03-21,智能门锁
778,42,谷歌 智能净水器 Ultra,GC846,明腾科技有限公司区块链技术,3.7,经过一段时间使用，这款智能净水器性价比一般。在晚上睡前时使用体验还不错。除此之外缺点是使用说明不清。整体体验不错。,2026-03-21,智能净水器
1137,40,小米 智能马桶 Lite,XO649,晖来计算机传媒有限公司云计算,3.2,总体来说还行，安装方便，就是耗电量大。,2026-03-21,智能马桶
